interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
EZH2	TERF2	Q15910	Q15554
EZH2	YWHAE	Q15910	P62258
EZH2	MCM5	Q15910	P33992
EZH2	IPO5	Q15910	O00410
EZH2	SAP30BP	Q15910	Q9UHR5
EZH2	FMR1	Q15910	Q06787
EZH2	NUP85	Q15910	Q9BW27
EZH2	TRIM4	Q15910	Q9C037
EZH2	CXorf56	Q15910	Q9H5V9
EZH2	EXOSC6	Q15910	Q5RKV6
EZH2	EIF3G	Q15910	O75821
EZH2	NUP205	Q15910	Q92621
EZH2	ORC2	Q15910	Q13416
EZH2	RAD21	Q15910	O60216
EZH2	YWHAQ	Q15910	P27348
EZH2	PPP1CC	Q15910	P36873
EZH2	RBPJ	Q15910	Q06330
EZH2	NUP35	Q15910	Q8NFH5
EZH2	CCNK	Q15910	O75909
EZH2	MCM2	Q15910	P49736
EZH2	NUP98	Q15910	P52948
EZH2	SEC61A1	Q15910	P61619
EZH2	PPP2R1A	Q15910	P30153
EZH2	MTFR2	Q15910	Q6P444
EZH2	RPS19BP1	Q15910	Q86WX3
EZH2	TCEB1	Q15910	-
EZH2	TAF7	Q15910	Q15545
EZH2	BRMS1	Q15910	Q9HCU9
EZH2	LIG1	Q15910	P18858
EZH2	ZCCHC10	Q15910	Q8TBK6
EZH2	CCP110	Q15910	O43303
EZH2	NIPSNAP1	Q15910	Q9BPW8
EZH2	TRIP12	Q15910	Q14669
EZH2	EXOSC9	Q15910	Q06265
EZH2	CDK13	Q15910	Q14004
EZH2	LRRC47	Q15910	Q8N1G4
EZH2	TRIM21	Q15910	P19474
EZH2	SAP30	Q15910	O75446
EZH2	RFC2	Q15910	P35250
EZH2	RYBP	Q15910	Q8N488
EZH2	ZMAT2	Q15910	Q96NC0
EZH2	YKT6	Q15910	O15498
EZH2	PCNA	Q15910	P12004
EZH2	KMT2A	Q15910	Q03164
EZH2	MECP2	Q15910	P51608
EZH2	GLTSCR2	Q15910	-
EZH2	CCNB1	Q15910	P14635
EZH2	CBLL1	Q15910	Q75N03
EZH2	VDR	Q15910	P11473
EZH2	CSNK1D	Q15910	P48730
EZH2	EYA1	Q15910	Q99502
EZH2	RPGRIP1L	Q15910	Q68CZ1
EZH2	HDAC5	Q15910	Q9UQL6
EZH2	SNIP1	Q15910	Q8TAD8
EZH2	CHD3	Q15910	Q12873
EZH2	CEP290	Q15910	O15078
EZH2	EIF3H	Q15910	O15372
EZH2	HAUS8	Q15910	Q9BT25
EZH2	TOP2B	Q15910	Q02880
EZH2	XRN2	Q15910	Q9H0D6
EZH2	ASH2L	Q15910	Q9UBL3
EZH2	GATAD2A	Q15910	Q86YP4
EZH2	MYBBP1A	Q15910	Q9BQG0
EZH2	CBX5	Q15910	P45973
EZH2	CEP44	Q15910	Q9C0F1
EZH2	TAF2	Q15910	Q6P1X5
EZH2	POLE	Q15910	Q07864
EZH2	TIAL1	Q15910	Q01085
EZH2	CCT6A	Q15910	P40227
EZH2	LRRC15	Q15910	Q8TF66
EZH2	TRIM33	Q15910	Q9UPN9
EZH2	NUDC	Q15910	Q9Y266
EZH2	CTBP1	Q15910	Q13363
EZH2	ARF4	Q15910	P18085
EZH2	MAD2L2	Q15910	Q9UI95
EZH2	MOV10	Q15910	Q9HCE1
EZH2	CDT1	Q15910	Q9H211
EZH2	WBP4	Q15910	O75554
EZH2	IKBIP	Q15910	Q70UQ0
EZH2	SMAD3	Q15910	P84022
EZH2	CBL	Q15910	P22681
EZH2	RAB1A	Q15910	P62820
EZH2	ARF1	Q15910	P84077
EZH2	CUL5	Q15910	Q93034
EZH2	ARIH2	Q15910	O95376
EZH2	BMI1	Q15910	P35226
EZH2	PTEN	Q15910	P60484
EZH2	CARM1	Q15910	Q86X55
EZH2	TRAPPC2	Q15910	P0DI81
EZH2	RABGEF1	Q15910	Q9UJ41
EZH2	IGF1R	Q15910	P08069
EZH2	NCOR1	Q15910	O75376
EZH2	SEC24C	Q15910	P53992
EZH2	UBE2M	Q15910	P61081
EZH2	DCAF7	Q15910	P61962
EZH2	BCL11A	Q15910	Q9H165
EZH2	E2F1	Q15910	Q01094
EZH2	MYC	Q15910	P01106
EZH2	SMURF2	Q15910	Q9HAU4
PMAIP1	BCL2	Q13794	P10415
PMAIP1	BCL2A1	Q13794	Q16548
PMAIP1	MCL1	Q13794	Q07820
PMAIP1	ZBTB16	Q13794	Q05516
PMAIP1	HUWE1	Q13794	Q7Z6Z7
PMAIP1	GSK3B	Q13794	P49841
PMAIP1	ELAVL1	Q13794	Q15717
PMAIP1	UCHL1	Q13794	P09936
PMAIP1	MED4	Q13794	Q9NPJ6
PMAIP1	CUL5	Q13794	Q93034
ATP5A1	BMPR1A	-	P36894
ATP5A1	ESRRB	-	O95718
ATP5A1	PSMD4	-	P55036
ATP5A1	UBC	-	P0CG48
ATP5A1	ICT1	-	-
ATP5A1	CD4	-	P01730
ATP5A1	Mapk13	-	-
ATP5A1	YWHAQ	-	P27348
ATP5A1	HDAC5	-	Q9UQL6
ATP5A1	YWHAG	-	P61981
ATP5A1	YWHAZ	-	P63104
ATP5A1	SIRT3	-	Q9NTG7
ATP5A1	EBNA-LP	-	-
ATP5A1	ARRB1	-	P49407
ATP5A1	ISG15	-	P05161
ATP5A1	CUL3	-	Q13618
ATP5A1	CUL5	-	Q93034
ATP5A1	CDK2	-	P24941
ATP5A1	CUL1	-	Q13616
ATP5A1	SHBG	-	P04278
ATP5A1	FBXO6	-	Q9NRD1
ATP5A1	APP	-	P05067
ATP5A1	ATP5B	-	-
ATP5A1	ATP5C1	-	-
ATP5A1	ATP6V1A	-	P38606
ATP5A1	RPL18	-	Q07020
ATP5A1	P4HB	-	P07237
ATP5A1	MDH2	-	P40926
ATP5A1	HSPA5	-	P11021
ATP5A1	RPS15A	-	P62244
ATP5A1	BASP1	-	P80723
ATP5A1	PABPC1	-	P11940
ATP5A1	HSPA1A	-	P0DMV8
ATP5A1	YWHAE	-	P62258
ATP5A1	VCAM1	-	P19320
ATP5A1	FN1	-	P02751
ATP5A1	CSNK2A1	-	P68400
ATP5A1	TP63	-	Q9H3D4
ATP5A1	IQCB1	-	Q15051
ATP5A1	UBL4A	-	P11441
ATP5A1	PAN2	-	Q504Q3
ATP5A1	CD81	-	P60033
ATP5A1	NPM1	-	P06748
ATP5A1	MAPK7	-	Q13164
ATP5A1	SOX2	-	P48431
ATP5A1	RPS6KB2	-	Q9UBS0
ATP5A1	PARP1	-	P09874
ATP5A1	PARK2	-	-
ATP5A1	STAU1	-	O95793
ATP5A1	SPRTN	-	Q9H040
ATP5A1	HUWE1	-	Q7Z6Z7
ATP5A1	MOV10	-	Q9HCE1
ATP5A1	NXF1	-	Q9UBU9
ATP5A1	CUL7	-	Q14999
ATP5A1	CCDC8	-	Q9H0W5
ATP5A1	BLK	-	P51451
ATP5A1	ILK	-	Q13418
ATP5A1	ATP5F1	-	-
ATP5A1	HNRNPA1	-	P09651
ATP5A1	UNK	-	Q9C0B0
ATP5A1	ATP6V0D1	-	P61421
ATP5A1	ETFA	-	P13804
ATP5A1	LMAN1	-	P49257
ATP5A1	PTBP1	-	P26599
ATP5A1	UQCRC2	-	P22695
ATP5A1	VDAC1	-	P21796
ATP5A1	VDAC3	-	Q9Y277
ATP5A1	MATR3	-	P43243
ATP5A1	SSR4	-	P51571
ATP5A1	PTEN	-	P60484
ATP5A1	XRCC3	-	O43542
ATP5A1	SLC33A1	-	O00400
ATP5A1	NCSTN	-	Q92542
ATP5A1	ATL3	-	Q6DD88
ATP5A1	GOLT1B	-	Q9Y3E0
ATP5A1	TMEM63B	-	Q5T3F8
ATP5A1	YIPF5	-	Q969M3
ATP5A1	TUBA1C	-	Q9BQE3
ATP5A1	SKI	-	P12755
ATP5A1	CRY1	-	Q16526
ATP5A1	MCM2	-	P49736
ATP5A1	MCM5	-	P33992
ATP5A1	ERBB3	-	P21860
ATP5A1	POU5F1	-	Q01860
ATP5A1	HSD17B10	-	Q99714
ATP5A1	ATP5A1	-	-
ATP5A1	IMMT	-	Q16891
ATP5A1	C1QBP	-	Q07021
ATP5A1	ABCC1	-	P33527
ATP5A1	RC3H1	-	Q5TC82
ATP5A1	CDC73	-	Q6P1J9
ATP5A1	WWP2	-	O00308
ATP5A1	ZNF746	-	Q6NUN9
ATP5A1	PTPN18	-	Q99952
ATP5A1	CYLD	-	Q9NQC7
ATP5A1	G3BP1	-	Q13283
ATP5A1	SMARCB1	-	Q12824
ATP5A1	HDAC6	-	Q9UBN7
ATP5A1	CFTR	-	P13569
ATP5A1	EIF4G1	-	Q04637
ATP5A1	MRPS9	-	P82933
ATP5A1	MTOR	-	P42345
ATP5A1	PSMD1	-	Q99460
ATP5A1	FBXO7	-	Q9Y3I1
ATP5A1	BRAF	-	P15056
ATP5A1	CDK9	-	P50750
ATP5A1	CSNK1A1	-	P48729
ATP5A1	EGLN3	-	Q9H6Z9
ATP5A1	MAPK6	-	Q16659
ATP5A1	HSPA8	-	P11142
ATP5A1	HDAC4	-	P56524
ATP5A1	IGF1R	-	P08069
ATP5A1	KRAS	-	P01116
ATP5A1	MED12	-	Q93074
ATP5A1	TRIP4	-	Q15650
ATP5A1	UBE2M	-	P61081
ATP5A1	EFTUD2	-	Q15029
ATP5A1	PIH1D1	-	Q9NWS0
ATP5A1	CETN3	-	O15182
ATP5A1	CHD3	-	Q12873
ATP5A1	RIPK4	-	P57078
ATP5A1	HEXIM1	-	O94992
ATP5A1	MEPCE	-	Q7L2J0
ATP5A1	SNAI1	-	O95863
ATP5A1	MYC	-	P01106
ATP5A1	ATG16L1	-	Q676U5
ATP5A1	PSMA3	-	P25788
ATP5A1	PHB	-	P35232
ATP5A1	FAF1	-	Q9UNN5
ATP5A1	TANK	-	Q92844
ATP5A1	NR2C2	-	P49116
INO80C	SAT1	Q6PI98	P21673
INO80C	INO80	Q6PI98	Q9ULG1
INO80C	INO80E	Q6PI98	Q8NBZ0
INO80C	RUVBL1	Q6PI98	Q9Y265
INO80C	RUVBL2	Q6PI98	Q9Y230
INO80C	ACTR5	Q6PI98	Q9H9F9
INO80C	ACTR8	Q6PI98	Q9H981
INO80C	TFPT	Q6PI98	P0C1Z6
INO80C	INO80B	Q6PI98	Q9C086
INO80C	ACTL6A	Q6PI98	O96019
INO80C	NFRKB	Q6PI98	Q6P4R8
INO80C	INO80D	Q6PI98	Q53TQ3
INO80C	MCRS1	Q6PI98	Q96EZ8
INO80C	ELAVL1	Q6PI98	Q15717
INO80C	Ruvbl2	Q6PI98	-
INO80C	Ruvbl1	Q6PI98	-
INO80C	ESR2	Q6PI98	Q92731
INO80C	HCFC1	Q6PI98	P51610
AKR1D1	GEMIN5	P51857	Q8TEQ6
RCAN1	PPP3CA	P53805	Q08209
RCAN1	STAT2	P53805	P52630
RCAN1	TOLLIP	P53805	Q9H0E2
RCAN1	IRAK1	P53805	P51617
RCAN1	TRAF6	P53805	Q9Y4K3
RCAN1	BTRC	P53805	Q9Y297
RCAN1	FBXW4	P53805	P57775
RCAN1	FBXW11	P53805	Q9UKB1
RCAN1	APP	P53805	P05067
RCAN1	USP22	P53805	Q9UPT9
RCAN1	GSK3A	P53805	P49840
RCAN1	C6orf211	P53805	-
RCAN1	GSK3B	P53805	P49841
RNASEH2A	RNASEH2C	O75792	Q8TDP1
RNASEH2A	ITSN1	O75792	Q15811
RNASEH2A	UGDH	O75792	O60701
RNASEH2A	SHMT2	O75792	P34897
RNASEH2A	MOV10	O75792	Q9HCE1
RNASEH2A	FBXW11	O75792	Q9UKB1
RNASEH2A	HIST1H2BG	O75792	-
RNASEH2A	RAD51	O75792	Q06609
RNASEH2A	PRDX2	O75792	P32119
RNASEH2A	TTF1	O75792	Q15361
RNASEH2A	IARS2	O75792	Q9NSE4
RNASEH2A	DOCK6	O75792	Q96HP0
RNASEH2A	KLHL36	O75792	Q8N4N3
RNASEH2A	HIST1H3A	O75792	-
RNASEH2A	RPA2	O75792	P15927
RNASEH2A	BRCA1	O75792	P38398
RPGRIP1L	TBXA2R	Q68CZ1	P21731
RPGRIP1L	PPP1CA	Q68CZ1	P62136
RPGRIP1L	SHMT2	Q68CZ1	P34897
RPGRIP1L	NXF1	Q68CZ1	Q9UBU9
RPGRIP1L	PCM1	Q68CZ1	Q15154
RPGRIP1L	CCP110	Q68CZ1	O43303
RPGRIP1L	KIAA0753	Q68CZ1	Q2KHM9
RPGRIP1L	OFD1	Q68CZ1	O75665
RPGRIP1L	MPRIP	Q68CZ1	Q6WCQ1
RPGRIP1L	CAPZA2	Q68CZ1	P47755
RPGRIP1L	ECT2	Q68CZ1	Q9H8V3
RPGRIP1L	RAI14	Q68CZ1	Q9P0K7
RPGRIP1L	RPGR	Q68CZ1	Q92834
RPGRIP1L	TRIM37	Q68CZ1	O94972
RPGRIP1L	TRIM27	Q68CZ1	P14373
RPGRIP1L	PTMA	Q68CZ1	P06454
RPGRIP1L	NUP155	Q68CZ1	O75694
RPGRIP1L	SPICE1	Q68CZ1	Q8N0Z3
RPGRIP1L	CEP128	Q68CZ1	Q6ZU80
RPGRIP1L	NPHP1	Q68CZ1	O15259
RPGRIP1L	CEP97	Q68CZ1	Q8IW35
RPGRIP1L	CTSB	Q68CZ1	P07858
RPGRIP1L	DVL2	Q68CZ1	O14641
RPGRIP1L	DYNC1H1	Q68CZ1	Q14204
RPGRIP1L	GANAB	Q68CZ1	Q14697
RPGRIP1L	GARS	Q68CZ1	-
RPGRIP1L	HAUS8	Q68CZ1	Q9BT25
RPGRIP1L	ILVBL	Q68CZ1	A1L0T0
RPGRIP1L	IPO8	Q68CZ1	O15397
RPGRIP1L	LONP1	Q68CZ1	P36776
RPGRIP1L	NDUFB4	Q68CZ1	O95168
RPGRIP1L	PSMD7	Q68CZ1	P51665
RPGRIP1L	RAB5B	Q68CZ1	P61020
RPGRIP1L	RAB6A	Q68CZ1	P20340
RPGRIP1L	RAD50	Q68CZ1	Q92878
RPGRIP1L	RBM15	Q68CZ1	Q96T37
RPGRIP1L	SDHA	Q68CZ1	P31040
RPGRIP1L	SMC3	Q68CZ1	Q9UQE7
RPGRIP1L	SRSF2	Q68CZ1	Q01130
RPGRIP1L	TFRC	Q68CZ1	P02786
RPGRIP1L	TJP1	Q68CZ1	Q07157
RPGRIP1L	ANKRD28	Q68CZ1	O15084
RPGRIP1L	CAPZA1	Q68CZ1	P52907
RPGRIP1L	CEP85	Q68CZ1	Q6P2H3
RPGRIP1L	DDX56	Q68CZ1	Q9NY93
RPGRIP1L	HECTD1	Q68CZ1	Q9ULT8
RPGRIP1L	LZTS2	Q68CZ1	Q9BRK4
RPGRIP1L	MOB4	Q68CZ1	Q9Y3A3
RPGRIP1L	SIRT2	Q68CZ1	Q8IXJ6
RPGRIP1L	SSX2IP	Q68CZ1	Q9Y2D8
RPGRIP1L	TP53BP2	Q68CZ1	Q13625
RPGRIP1L	TRIM41	Q68CZ1	Q8WV44
RPGRIP1L	UPF1	Q68CZ1	Q92900
RPGRIP1L	WDR83	Q68CZ1	Q9BRX9
RPGRIP1L	LCA5	Q68CZ1	Q86VQ0
RPGRIP1L	RPP25L	Q68CZ1	Q8N5L8
RPGRIP1L	RAF1	Q68CZ1	P04049
RPGRIP1L	ABCF1	Q68CZ1	Q8NE71
RPGRIP1L	MSH2	Q68CZ1	P43246
RPGRIP1L	SPATA7	Q68CZ1	Q9P0W8
RPGRIP1L	PPP1CC	Q68CZ1	P36873
RPGRIP1L	NIN	Q68CZ1	Q8N4C6
PDHX	EWSR1	O00330	Q01844
PDHX	DLAT	O00330	P10515
PDHX	PDHB	O00330	P11177
PDHX	OGDH	O00330	Q02218
PDHX	EIF3C	O00330	Q99613
PDHX	SLC25A3	O00330	Q00325
PDHX	ABCC1	O00330	P33527
PDHX	ACTN1	O00330	P12814
PDHX	LGR4	O00330	Q9BXB1
PDHX	NXF1	O00330	Q9UBU9
PDHX	EP300	O00330	Q09472
PDHX	DLD	O00330	P09622
PDHX	LGALS3	O00330	P17931
PDHX	CS	O00330	O75390
PDHX	HDAC6	O00330	Q9UBN7
PDHX	NF2	O00330	P35240
PDHX	HSD17B10	O00330	Q99714
PDHX	PDK3	O00330	Q15120
PDHX	MTIF2	O00330	P46199
PDHX	HECTD1	O00330	Q9ULT8
PDHX	ATG16L1	O00330	Q676U5
PDHX	DYNC1I2	O00330	Q13409
DDX24	MYC	Q9GZR7	P01106
DDX24	EIF3E	Q9GZR7	P60228
DDX24	MKS1	Q9GZR7	Q9NXB0
DDX24	PAFAH1B3	Q9GZR7	Q15102
DDX24	VDAC3	Q9GZR7	Q9Y277
DDX24	HSPA5	Q9GZR7	P11021
DDX24	PIN1	Q9GZR7	Q13526
DDX24	SPTAN1	Q9GZR7	Q13813
DDX24	GIT1	Q9GZR7	Q9Y2X7
DDX24	G3BP2	Q9GZR7	Q9UN86
DDX24	tat	Q9GZR7	-
DDX24	EP300	Q9GZR7	Q09472
DDX24	SIRT7	Q9GZR7	Q9NRC8
DDX24	TERF1	Q9GZR7	P54274
DDX24	TERF2	Q9GZR7	Q15554
DDX24	CUL3	Q9GZR7	Q13618
DDX24	RPS25	Q9GZR7	P62851
DDX24	INO80	Q9GZR7	Q9ULG1
DDX24	DDX31	Q9GZR7	Q9H8H2
DDX24	BRCA1	Q9GZR7	P38398
DDX24	CSNK2A1	Q9GZR7	P68400
DDX24	HECW2	Q9GZR7	Q9P2P5
DDX24	rev	Q9GZR7	-
DDX24	SHMT2	Q9GZR7	P34897
DDX24	MOV10	Q9GZR7	Q9HCE1
DDX24	NXF1	Q9GZR7	Q9UBU9
DDX24	RNF2	Q9GZR7	Q99496
DDX24	UBE2I	Q9GZR7	P63279
DDX24	RPL8	Q9GZR7	P62917
DDX24	NPM1	Q9GZR7	P06748
DDX24	ZC3H3	Q9GZR7	Q8IXZ2
DDX24	ZBTB38	Q9GZR7	Q8NAP3
DDX24	BCCIP	Q9GZR7	Q9P287
DDX24	EBNA1BP2	Q9GZR7	Q99848
DDX24	RPL5	Q9GZR7	P46777
DDX24	RPL7	Q9GZR7	P18124
DDX24	RPLP0	Q9GZR7	P05388
DDX24	RPLP2	Q9GZR7	P05387
